ASX code,Company name,Listing date,GICs industry group,Market Cap
BTR,BRIGHTSTAR RESOURCES LIMITED,5/12/03,Materials,12313021
BUB,BUBS AUSTRALIA LIMITED,5/10/93,"Food, Beverage & Tobacco",306387790
BUD,BUDDY TECHNOLOGIES LTD,18/12/06,Consumer Durables & Apparel,129014280
BUR,BURLEY MINERALS LTD,7/7/21,Materials,21350000
BUX,BUXTON RESOURCES LIMITED,23/10/07,Materials,16326652
BUY,BOUNTY OIL & GAS NL,5/2/02,Energy,19735218
BVS,BRAVURA SOLUTIONS LIMITED.,16/11/16,Software & Services,816293996
BWF,BLACKWALL LIMITED,21/10/11,Diversified Financials,35359209
BWP,BWP TRUST,16/9/98,Real Estate,2736555001
BWX,BWX LIMITED,11/11/15,Household & Personal Products,713601481
BXB,BRAMBLES LIMITED,27/11/06,Commercial & Professional Services,16483062059
BXN,BIOXYNE LIMITED,14/12/00,Household & Personal Products,19204362
BYE,BYRON ENERGY LIMITED,3/6/05,Energy,114432461
BYH,BRYAH RESOURCES LIMITED,17/10/17,Materials,12403052
BYI,BEYOND INTERNATIONAL LIMITED,12/6/87,Media & Entertainment,39869029
C6C,COPPER MOUNTAIN MINING CORPORATION,6/4/18,Materials,797390331
CAA,CAPRAL LIMITED,20/11/86,Materials,127457023
CAD,CAENEUS MINERALS LTD,11/7/00,Materials,39869903
CAE,CANNINDAH RESOURCES LIMITED,20/5/05,Materials,29057391
CAF,CENTREPOINT ALLIANCE LIMITED,25/6/02,Diversified Financials,33185083
CAG,CAPE RANGE LTD,30/11/17,Software & Services,16134411
CAI,CALIDUS RESOURCES LIMITED,13/3/87,Materials,199964174
CAJ,CAPITOL HEALTH LIMITED,9/6/06,Health Care Equipment & Services,385536567
CAM,CLIME CAPITAL LIMITED,3/2/04,Not Applic,126866604
CAN,CANN GROUP LIMITED,4/5/17,"Pharmaceuticals, Biotechnology & Life Sciences",109775239
CAP,CARPENTARIA RESOURCES LTD,14/11/07,Materials,80697206
CAQ,CAQ HOLDINGS LIMITED,25/7/05,Real Estate,10049008
CAR,CARSALES.COM LIMITED.,10/9/09,Media & Entertainment,5988970202
CAT,CATAPULT GROUP INTERNATIONAL LTD,19/12/14,Technology Hardware & Equipment,433485800
CAU,CRONOS AUSTRALIA LIMITED,7/11/19,Health Care Equipment & Services,14806250
CAV,CARNAVALE RESOURCES LIMITED,15/3/07,Materials,19041842
CAY,CANYON RESOURCES LIMITED,15/6/10,Materials,65509873
CAZ,CAZALY RESOURCES LIMITED,31/10/03,Materials,19956416
CBA,COMMONWEALTH BANK OF AUSTRALIA.,12/9/91,Banks,1.74411E+11
CBE,COBRE LIMITED,31/1/20,Materials,25063980
CBL,CONTROL BIONICS LIMITED,7/12/20,Health Care Equipment & Services,54701852
CBR,CARBON REVOLUTION LIMITED,29/11/19,Automobiles & Components,227407996
CBY,CANTERBURY RESOURCES LIMITED,7/3/19,Materials,11186520
CCA,CHANGE FINANCIAL LIMITED,30/6/16,Software & Services,37053425
CCE,CARNEGIE CLEAN ENERGY LIMITED,26/10/93,Utilities,44107721
CCG,COMMS GROUP LTD,21/12/17,Software & Services,25524729
CCJ,,15/11/11,Energy,
CCP,CREDIT CORP GROUP LIMITED,4/9/00,Diversified Financials,1908401994
CCR,CREDIT CLEAR LIMITED,27/10/20,Software & Services,124127710
CCV,CASH CONVERTERS INTERNATIONAL,7/2/97,Diversified Financials,138059903
CCX,CITY CHIC COLLECTIVE LIMITED,28/5/98,Retailing,1257895248
CCZ,CASTILLO COPPER LIMITED,14/12/10,Materials,54070446
CD1,CD PRIVATE EQUITY FUND I,14/8/12,Not Applic,41744676
CD2,CD PRIVATE EQUITY FUND II,9/4/13,Not Applic,78369857
CD3,CD PRIVATE EQUITY FUND III,27/7/16,Not Applic,115965756
CDA,CODAN LIMITED,27/11/03,Technology Hardware & Equipment,3148025582
CDD,CARDNO LIMITED,20/5/04,Commercial & Professional Services,353925490
CDH,CHONGHERR INVESTMENTS LTD,10/8/93,Materials,N/A
CDM,CADENCE CAPITAL LIMITED,5/12/06,Not Applic,322946386
CDP,CARINDALE PROPERTY TRUST,28/11/96,Real Estate,305200000
CDR,CODRUS MINERALS LIMITED,23/6/21,Materials,15000001
CDT,CASTLE MINERALS LIMITED,2/5/06,Materials,10255011
CDX,CARDIEX LIMITED,9/11/05,Health Care Equipment & Services,69452862
CDY,CELLMID LIMITED,9/12/05,"Pharmaceuticals, Biotechnology & Life Sciences",11245834
CE1,CALIMA ENERGY LIMITED,28/7/06,Energy,102740559
CEL,CHALLENGER EXPLORATION LIMITED,7/11/07,Energy,259988508
CEN,CONTACT ENERGY LIMITED,24/9/15,Utilities,7828284065
CF1,COMPLII FINTECH SOLUTIONS LTD,18/12/01,Software & Services,14359371
CFO,CFOAM LIMITED,26/10/16,Capital Goods,11007610
CG1,CARBONXT GROUP LIMITED,23/1/18,Materials,27640362
CGA,CONTANGO ASSET MANAGEMENT LIMITED,30/9/04,Diversified Financials,47805357
CGB,CANN GLOBAL LIMITED,14/1/08,"Pharmaceuticals, Biotechnology & Life Sciences",31392718
CGC,COSTA GROUP HOLDINGS LIMITED,24/7/15,"Food, Beverage & Tobacco",1453781065
CGCN,COSTA GROUP HOLDINGS LIMITED,24/7/15,"Food, Beverage & Tobacco",1453781065
CGF,CHALLENGER LIMITED,23/12/03,Diversified Financials,3833240310
CGM,COUGAR METALS NL,16/12/03,Materials,N/A
CGN,CRATER GOLD MINING LIMITED,1/11/02,Materials,N/A
CGO,CPT GLOBAL LIMITED,8/9/00,Software & Services,20959407
CGS,COGSTATE LTD,13/2/04,Health Care Equipment & Services,235963897
CHC,CHARTER HALL GROUP,10/6/05,Real Estate,7089127934
CHK,COHIBA MINERALS LIMITED,1/2/12,Materials,23654875
CHL,CAMPLIFY HOLDINGS LIMITED,28/6/21,Transportation,50383570
CHM,CHIMERIC THERAPEUTICS LIMITED,18/1/21,"Pharmaceuticals, Biotechnology & Life Sciences",104220811
CHN,CHALICE MINING LIMITED,24/3/06,Materials,2653459056
CHR,CHARGER METALS NL,9/7/21,Materials,11592000
CHZ,CHESSER RESOURCES LIMITED,29/5/07,Materials,59420871
CI1,CREDIT INTELLIGENCE LTD,10/7/08,Commercial & Professional Services,24040853
CIA,CHAMPION IRON LIMITED,8/6/07,Materials,3453758238
CIE,CONTANGO INCOME GENERATOR  LIMITED,14/8/15,Not Applic,24361098
CII,CI RESOURCES LIMITED,24/7/87,Materials,N/A
CIM,CIMIC GROUP LIMITED,11/12/62,Capital Goods,5976888691
CIN,CARLTON INVESTMENTS LIMITED,30/6/70,Not Applic,826009860
CIO,,16/8/84,Technology Hardware & Equipment,
CIP,CENTURIA INDUSTRIAL REIT,13/12/12,Real Estate,2085832191
CIW,CLIME INVESTMENT MANAGEMENT LTD,15/12/00,Diversified Financials,40902731
CKA,COKAL LIMITED,17/4/00,Materials,73042003
CKF,COLLINS FOODS LIMITED,4/8/11,Consumer Services,1225309155
CL1,CLASS LIMITED,18/12/15,Software & Services,204202076
CL8,CARLY HOLDINGS LIMITED,9/9/96,Retailing,7843453
CLA,CELSIUS RESOURCES LIMITED.,24/3/88,Materials,35605755
CLB,CANDY CLUB HOLDINGS LIMITED,19/2/19,Food & Staples Retailing,44499670
CLE,CYCLONE METALS LIMITED,7/6/01,Materials,N/A
CLH,COLLECTION HOUSE LIMITED,4/10/00,Diversified Financials,25550669
CLI,CROPLOGIC LIMITED,12/9/17,Commercial & Professional Services,N/A
CLT,CELLNET GROUP LIMITED,17/11/99,Technology Hardware & Equipment,14555678
CLU,CLUEY LTD,9/12/20,Consumer Services,125540476
CLV,CLOVER CORPORATION LIMITED,30/11/99,Materials,304347490
CLW,CHARTER HALL LONG WALE REIT,8/11/16,Real Estate,3059410615
CLX,CTI LOGISTICS LIMITED,2/12/87,Transportation,67363319
CLZ,CLASSIC MINERALS LTD,24/5/13,Materials,43540763
CM8,CROWD MEDIA HOLDINGS LIMITED,16/12/99,Media & Entertainment,13640669
CMD,CASSIUS MINING LIMITED,10/8/06,Materials,4889276
CML,CHASE MINING CORPORATION LIMITED,15/11/07,Materials,6290132
CMM,CAPRICORN METALS LTD,7/7/08,Materials,651036231
CMP,COMPUMEDICS LIMITED,21/12/00,Health Care Equipment & Services,67321920
CMW,CROMWELL PROPERTY GROUP,22/2/73,Real Estate,2316461547
CNB,CARNABY RESOURCES LIMITED,30/8/16,Materials,41280973
CNI,CENTURIA CAPITAL GROUP,26/3/02,Real Estate,2370154920
CNJ,CONICO LTD,18/6/07,Materials,28407378
CNL,CELAMIN HOLDINGS LIMITED,17/12/09,Materials,12873009
CNQ,CLEAN TEQ WATER LIMITED,2/7/21,Commercial & Professional Services,54716063
CNU,CHORUS LIMITED,21/11/11,Telecommunication Services,2574863332
CNW,CIRRUS NETWORKS HOLDINGS LIMITED,10/2/04,Software & Services,27861459
COB,COBALT BLUE HOLDINGS LIMITED,2/2/17,Materials,79575086
COD,CODA MINERALS LTD,28/10/20,Materials,108521574
COE,COOPER ENERGY LIMITED,13/3/02,Energy,407756526
COF,CENTURIA OFFICE REIT,10/12/14,Real Estate,1260580877
COG,COG FINANCIAL SERVICES LIMITED,28/1/03,Diversified Financials,232884680
COH,COCHLEAR LIMITED,4/12/95,Health Care Equipment & Services,15777921279
COI,COMET RIDGE LIMITED,16/4/04,Energy,67622746
COL,COLES GROUP LIMITED.,21/11/18,Food & Staples Retailing,22676804832
COO,CORUM GROUP LIMITED,28/7/71,Software & Services,48934057
COS,COSOL LIMITED,24/1/20,Software & Services,85651602
COY,COPPERMOLY LIMITED,31/1/08,Materials,25526568
CPH,CRESO PHARMA LIMITED,20/10/16,"Pharmaceuticals, Biotechnology & Life Sciences",155036381
CPN,CASPIN RESOURCES LIMITED,25/11/20,Materials,70841195
CPT,CIPHERPOINT LIMITED,3/1/07,Software & Services,7336062
CPU,COMPUTERSHARE LIMITED.,27/5/94,Software & Services,9864937350
CPV,CLEARVUE TECHNOLOGIES LIMITED,25/5/18,Capital Goods,77741575
CQE,CHARTER HALL SOCIAL INFRASTRUCTURE REIT,22/5/03,Real Estate,1323589134
CQR,CHARTER HALL RETAIL REIT,15/11/95,Real Estate,2119156380
CR1,CONSTELLATION RESOURCES LIMITED,30/7/18,Materials,13493062
CR9,CORELLA RESOURCES LTD,15/1/08,Materials,18699995
CRB,,16/3/07,Materials,
CRL,COMET RESOURCES LIMITED,2/3/94,Materials,13831802
CRM,CARBON MINERALS LIMITED,31/12/80,Energy,4700875
CRN,CORONADO GLOBAL RESOURCES INC.,23/10/18,Materials,1542337432
CRO,CIRRALTO LIMITED,29/5/02,Software & Services,N/A
CRR,CRITICAL RESOURCES LIMITED,3/12/10,Materials,30547014
CRS,CAPRICE RESOURCES LTD,5/12/18,Materials,15530759
CRW,CASHREWARDS LIMITED,2/12/20,Media & Entertainment,78817288
CSE,COPPER STRIKE LIMITED,24/11/04,Materials,11042670
CSL,CSL LIMITED,8/6/94,"Pharmaceuticals, Biotechnology & Life Sciences",1.25229E+11
CSR,CSR LIMITED,31/3/62,Materials,2689020579
CSS,CLEAN SEAS SEAFOOD LIMITED,12/12/05,"Food, Beverage & Tobacco",88978539
CST,CASTILE RESOURCES LTD,14/2/20,Materials,41939125
CSX,CLEANSPACE HOLDINGS LIMITED,23/10/20,Health Care Equipment & Services,111678308
CT1,CONSTELLATION TECHNOLOGIES LIMITED,8/10/87,Technology Hardware & Equipment,20564064
CTD,CORPORATE TRAVEL MANAGEMENT LIMITED,15/12/10,Consumer Services,2806272864
CTE,CRYOSITE LIMITED,9/5/02,"Pharmaceuticals, Biotechnology & Life Sciences",19212421
CTM,CENTAURUS METALS LIMITED,12/1/89,Materials,293799125
CTO,CITIGOLD CORPORATION LIMITED,23/12/93,Materials,36140000
CTP,CENTRAL PETROLEUM LIMITED,7/3/06,Energy,86891239
CTT,CETTIRE LIMITED,18/12/20,Retailing,838724084
CUE,CUE ENERGY RESOURCES LIMITED,11/12/95,Energy,50264620
CUL,CULLEN RESOURCES LIMITED,23/11/88,Materials,8226188
CUP,COUNTPLUS LIMITED,22/12/10,Commercial & Professional Services,114222559
CUV,CLINUVEL PHARMACEUTICALS LIMITED,13/2/01,"Pharmaceuticals, Biotechnology & Life Sciences",1380524844
CV1,CV CHECK LTD,8/9/15,Software & Services,66468145
CVC,CVC LIMITED,27/6/85,Diversified Financials,234816429
CVL,CIVMEC LIMITED,22/6/18,Capital Goods,320704000
CVN,CARNARVON PETROLEUM LIMITED,16/8/84,Energy,430479477
CVS,CERVANTES CORPORATION LIMITED,6/11/02,Materials,12432100
CVV,CARAVEL MINERALS LIMITED,3/11/06,Materials,181632008
CVW,CLEARVIEW WEALTH LIMITED,11/12/03,Diversified Financials,311251056
CWL,CONSOLIDATED FINANCIAL HOLDINGS LIMITED,23/10/07,Software & Services,N/A
CWN,CROWN RESORTS LIMITED,3/12/07,Consumer Services,7448740981
CWP,CEDAR WOODS PROPERTIES LIMITED,31/8/94,Real Estate,530368396
CWX,CARAWINE RESOURCES LIMITED,14/12/17,Materials,22866879
CWY,CLEANAWAY WASTE MANAGEMENT LIMITED,3/5/05,Commercial & Professional Services,5313577919
CWZ,CASHWERKZ LIMITED,14/1/87,Diversified Financials,80118213
CXL,CALIX LIMITED,20/7/18,Materials,491579970
CXM,CENTREX METALS LIMITED,19/7/06,Materials,18002751
CXO,CORE LITHIUM LTD,11/2/11,Materials,264176382
CXU,CAULDRON ENERGY LIMITED,28/1/05,Energy,15503983
CXX,CRADLE RESOURCES LIMITED,16/9/11,Materials,13277725
CXZ,CONNEXION TELEMATICS LTD,1/1/74,Software & Services,17603302
CY5,CYGNUS GOLD LIMITED,15/1/18,Materials,13010412
CYC,CYCLOPHARM LIMITED,18/1/07,Health Care Equipment & Services,156869703
CYG,COVENTRY GROUP LIMITED,27/1/66,Capital Goods,135017166
CYL,CATALYST METALS LIMITED,26/7/06,Materials,197574403
CYM,CYPRIUM METALS LIMITED,26/4/85,Materials,139885150
CYP,CYNATA THERAPEUTICS LIMITED,20/12/07,"Pharmaceuticals, Biotechnology & Life Sciences",70205531
CYQDF,CYCLIQ GROUP LTD,21/11/07,Consumer Durables & Apparel,0
CZL,CONSOLIDATED ZINC LIMITED,19/6/06,Materials,10848881
CZN,CORAZON MINING LIMITED,30/6/05,Materials,7716057
CZR,CZR RESOURCES LTD,29/8/06,Materials,35479990
D2O,DUXTON WATER LIMITED,16/9/16,Utilities,167776066
DAF,DISCOVERY AFRICA LIMITED,22/9/11,Materials,11177908
DBF,DUXTON BROADACRE FARMS LIMITED,8/2/18,"Food, Beverage & Tobacco",60114109
DBI,DALRYMPLE BAY INFRASTRUCTURE LIMITED,8/12/20,Transportation,1121628204
DC2,DC TWO LIMITED,10/11/20,Class Pend,14917500
DCC,DIGITALX LIMITED,6/2/89,Software & Services,38463134
DCG,DECMIL GROUP LIMITED,22/4/05,Capital Goods,57931919
DCL,DOMACOM LIMITED,7/11/16,Diversified Financials,N/A
DCN,DACIAN GOLD LIMITED,14/11/12,Materials,290229001
DCX,DISCOVEX RESOURCES LIMITED,13/12/07,Materials,15411984
DDB,DYNAMIC DRILL AND BLAST HOLDINGS LIMITED,6/8/20,Capital Goods,49395753
DDD,3D RESOURCES LIMITED,21/3/07,Materials,17461674
DDH,DDH1 LIMITED,9/3/21,Materials,377085146
DDR,DICKER DATA LIMITED,24/1/11,Technology Hardware & Equipment,1954139934
DDT,DATADOT TECHNOLOGY LIMITED,12/1/05,Automobiles & Components,8693086
DEG,DE GREY MINING LIMITED,3/7/02,Materials,1583210900
DEL,DELOREAN CORPORATION LIMITED,12/4/21,Utilities,35815656
DEM,DE.MEM LIMITED,7/4/17,Utilities,63911919
DET,DEALT LIMITED,7/2/17,Real Estate,N/A
DEV,DEVEX RESOURCES LIMITED,3/10/00,Energy,90811020
DEX,DUKE EXPLORATION LIMITED,10/11/20,Materials,32102673
DGH,DESANE GROUP HOLDINGS LIMITED,4/9/87,Real Estate,49091988
DGL,DGL GROUP LIMITED,24/5/21,Materials,336670000
DGO,DGO GOLD LIMITED,21/12/07,Materials,258166635
DGR,DGR GLOBAL LIMITED,21/8/03,Materials,68195888
DHG,DOMAIN HOLDINGS AUSTRALIA LIMITED.,16/11/17,Media & Entertainment,2968059540
DJW,DJERRIWARRH INVESTMENTS LIMITED,28/6/95,Not Applic,727245072
DJWN,DJERRIWARRH INVESTMENTS LIMITED,28/6/95,Not Applic,727245072
DKM,DUKETON MINING LIMITED,4/8/14,Materials,37545434
DLC,DELECTA LIMITED,15/1/87,Retailing,6051727
DLT,DELTA DRONE INTERNATIONAL LIMITED,18/6/18,Technology Hardware & Equipment,11044109
DM1,DESERT METALS LIMITED,18/12/20,Materials,28050000
DMC,DESIGN MILK CO LIMITED,24/3/97,Retailing,12883941
DME,DOME GOLD MINES LIMITED,22/10/13,Materials,52594130
DMG,DRAGON MOUNTAIN GOLD LIMITED,31/7/07,Materials,N/A
DMP,DOMINO'S PIZZA ENTERPRISES LIMITED,16/5/05,Consumer Services,10163034453
DNA,DONACO INTERNATIONAL LIMITED,23/12/04,Consumer Services,49415575
DNK,DANAKALI LIMITED,17/10/03,Materials,168936999
DOC,DOCTOR CARE ANYWHERE GROUP PLC,4/12/20,Health Care Equipment & Services,271026838
DOR,DORIEMUS PLC,29/9/17,Energy,14858176
DOU,DOUUGH LIMITED,15/6/04,Telecommunication Services,62352099
DOW,DOWNER EDI LIMITED,20/12/90,Commercial & Professional Services,3809576856
DRA,DRA GLOBAL LIMITED,9/7/21,Capital Goods,233179441
DRE,DREADNOUGHT RESOURCES LTD,31/10/06,Materials,94175087
DRO,DRONESHIELD LIMITED,22/6/16,Capital Goods,67831046
DRR,DETERRA ROYALTIES LIMITED,23/10/20,Materials,2283133513
DRX,DIATREME RESOURCES LIMITED,22/6/05,Materials,56660046
DSE,DROPSUITE LIMITED,12/12/85,Software & Services,118889543
DSK,DUSK GROUP LIMITED,2/11/20,Retailing,230391101
DTC,DAMSTRA HOLDINGS LIMITED,16/10/19,Software & Services,149450504
DTI,DTI GROUP LTD,9/12/14,Technology Hardware & Equipment,6364555
DTL,DATA#3 LIMITED,23/12/97,Software & Services,866878969
DTM,DART MINING NL,10/5/07,Materials,12992912
DTR,DATELINE RESOURCES LIMITED,23/6/11,Materials,50999787
DTS,DRAGONTAIL SYSTEMS LIMITED,20/12/16,Software & Services,65062375
DTZ,DOTZ NANO LIMITED,13/12/07,Semiconductors & Semiconductor Equipment,149436763
DUB,DUBBER CORPORATION LIMITED,30/6/00,Software & Services,741599261
DUG,DUG TECHNOLOGY LTD,12/8/20,Software & Services,136278755
DUI,DIVERSIFIED UNITED INVESTMENT LIMITED,19/12/91,Not Applic,1081458472
DUR,DURATEC LIMITED,4/11/20,Capital Goods,98539592
DVL,DORSAVI LTD,11/12/13,"Pharmaceuticals, Biotechnology & Life Sciences",9826112
DVN,DEVINE LIMITED,25/11/93,Real Estate,N/A
DW8,DIGITAL WINE VENTURES LIMITED,4/4/01,Retailing,151819378
DXB,DIMERIX LIMITED,4/2/93,"Pharmaceuticals, Biotechnology & Life Sciences",47519831
DXN,DXN LIMITED,11/4/18,Software & Services,12158504
DXS,DEXUS,6/10/04,Real Estate,10916987247
DYL,DEEP YELLOW LIMITED,19/12/85,Energy,218952827
E25,ELEMENT 25 LIMITED,9/11/06,Materials,327338812
E2E,EON NRG LIMITED,21/1/11,Energy,N/A
E2M,E2 METALS LIMITED,19/4/17,Materials,49552274
EAI,ELLERSTON ASIAN INVESTMENTS LIMITED,15/9/15,Not Applic,160166738
EAS,EASTON INVESTMENTS LIMITED,2/8/05,Diversified Financials,39305380
EAX,ENERGY ACTION LIMITED,13/10/11,Commercial & Professional Services,9041181
EBG,EUMUNDI GROUP LIMITED,7/12/89,Consumer Services,38427583
EBO,EBOS GROUP LIMITED,6/12/13,Health Care Equipment & Services,4898655342
ECF,ELANOR COMMERCIAL PROPERTY FUND,6/12/19,Real Estate,237104000
ECG,ECARGO HOLDINGS LIMITED,28/11/14,Commercial & Professional Services,15381250
ECL,EXCELSIOR CAPITAL LTD,22/4/93,Capital Goods,48710708
ECP,ECP EMERGING GROWTH LIMITED,14/8/14,Not Applic,27843425
ECS,ECS BOTANICS HOLDINGS LTD,13/3/86,"Pharmaceuticals, Biotechnology & Life Sciences",34519227
ECT,,5/2/86,Commercial & Professional Services,
ECX,ECLIPX GROUP LIMITED,22/4/15,Diversified Financials,718169572
EDC,EILDON CAPITAL GROUP,28/2/17,Diversified Financials,48251980
EDE,EDEN INNOVATIONS LTD,6/6/06,Energy,49988456
EDV,ENDEAVOUR GROUP LIMITED,24/6/21,Food & Staples Retailing,11354813308
EEG,EMPIRE ENERGY GROUP LIMITED,30/8/84,Energy,136604163
EER,EAST ENERGY RESOURCES LIMITED,19/12/07,Energy,N/A
EFE,EASTERN IRON LIMITED,16/5/08,Materials,12668940
EGG,ENERO GROUP LIMITED,30/4/04,Media & Entertainment,240035785
EGH,EUREKA GROUP HOLDINGS LIMITED,1/7/04,Real Estate,139430650
EGL,ENVIRONMENTAL GROUP LIMITED (THE),12/2/81,Capital Goods,22434985
EGN,ENGENCO LIMITED,14/12/06,Capital Goods,165563172
EGR,ECOGRAF LIMITED,29/10/10,Materials,287893414
EGY,ENERGY TECHNOLOGIES LIMITED,22/10/92,Capital Goods,27564034
EHE,ESTIA HEALTH LIMITED,5/12/14,Health Care Equipment & Services,598701360
EHL,EMECO HOLDINGS LIMITED,28/7/06,Capital Goods,688229745
EL8,ELEVATE URANIUM LTD,23/10/85,Energy,67325976
ELD,ELDERS LIMITED,30/6/81,"Food, Beverage & Tobacco",1740019503
ELE,ELMORE LTD,,,18039068
ELO,ELMO SOFTWARE LIMITED,29/6/17,Software & Services,393474819
ELS,ELSIGHT LIMITED,8/6/17,Technology Hardware & Equipment,64003959
ELT,ELEMENTOS LIMITED,23/12/09,Materials,67560779
EM1,EMERGE GAMING LIMITED,9/6/71,Media & Entertainment,37000751
EM2,EAGLE MOUNTAIN MINING LIMITED,16/3/18,Materials,173415355
EMB,EMBELTON LIMITED,1/1/74,Capital Goods,26110070
EMD,EMYRIA LIMITED,12/2/20,Health Care Equipment & Services,49547912
EME,ENERGY METALS LTD,9/9/05,Energy,35646163
EMH,EUROPEAN METALS HOLDINGS LIMITED,19/7/12,Materials,268808409
EML,EML PAYMENTS LIMITED,18/1/06,Software & Services,1346001533
EMN,EURO MANGANESE INC,2/10/18,Materials,227056080
EMP,EMPEROR ENERGY LIMITED,5/6/87,Energy,6284146
EMR,EMERALD RESOURCES NL,22/7/94,Materials,463857486
EMT,EMETALS LIMITED,26/10/10,Not Applic,9350000
EMU,EMU NL,27/2/08,Materials,15064978
EMUCA,EMU NL,27/2/08,Materials,15064978
EMV,EMVISION MEDICAL DEVICES LTD,13/12/18,Health Care Equipment & Services,198158942
EN1,ENGAGE:BDR LIMITED,14/12/17,Media & Entertainment,12242857
ENA,ENSURANCE LTD,23/9/11,Insurance,17238099
ENN,ELANOR INVESTORS GROUP,11/7/14,Consumer Services,229851579
ENR,ENCOUNTER RESOURCES LIMITED,24/3/06,Materials,50601044
ENT,ENTERPRISE METALS LIMITED,20/6/07,Materials,8595302
ENV,ENOVA MINING LIMITED,13/4/07,Materials,7789153
ENX,ENEGEX LIMITED,8/10/13,Materials,20998343
EOF,ECOFIBRE LIMITED,29/3/19,"Pharmaceuticals, Biotechnology & Life Sciences",265992462
EOL,ENERGY ONE LIMITED,15/1/07,Software & Services,167812723
EOS,ELECTRO OPTIC SYSTEMS HOLDINGS LIMITED,23/10/00,Capital Goods,611202627
EP1,E&P FINANCIAL GROUP LIMITED,14/5/18,Diversified Financials,171282790
EPD,EMPIRED LTD,19/10/07,Software & Services,131447308
EPM,ECLIPSE METALS LIMITED.,17/2/11,Energy,45934965
EPN,EPSILON HEALTHCARE LIMITED,4/5/17,"Pharmaceuticals, Biotechnology & Life Sciences",27942508
EPX,EP&T GLOBAL LIMITED,12/5/21,Software & Services,33443910
EPY,EARLYPAY LTD,23/2/10,Diversified Financials,134755480
EQE,EQUUS MINING LIMITED,12/12/95,Materials,27517500
EQR,EQ RESOURCES LIMITED,6/6/06,Materials,39400639
EQT,EQT HOLDINGS LIMITED,6/8/85,Diversified Financials,555949834
EQX,EQUATORIAL RESOURCES LIMITED,14/5/87,Materials,39043059
ERA,ENERGY RESOURCES OF AUSTRALIA LIMITED,19/11/80,Energy,978216547
ERD,EROAD LIMITED,18/9/20,Technology Hardware & Equipment,483188406
ERF,ELANOR RETAIL PROPERTY FUND,9/11/16,Real Estate,138384487
ERG,ENECO REFRESH LTD,29/3/06,"Food, Beverage & Tobacco",9804900
ERL,EMPIRE RESOURCES LIMITED,1/2/07,Materials,10905000
ERM,EMMERSON RESOURCES LIMITED,17/12/07,Materials,36371410
ERW,ERRAWARRA RESOURCES LTD,14/12/20,Materials,9574376
ESE,ESENSE-LAB LTD,14/2/17,"Pharmaceuticals, Biotechnology & Life Sciences",N/A
ESH,ESPORTS MOGUL LIMITED,19/10/11,Media & Entertainment,25940018
ESK,ETHERSTACK PLC,7/9/12,Software & Services,83250881
ESR,ESTRELLA RESOURCES LIMITED,9/5/12,Materials,53454012
ESS,ESSENTIAL METALS LIMITED,4/12/03,Materials,25102163
EUR,EUROPEAN LITHIUM LIMITED,2/12/10,Materials,51366458
EVE,EVE INVESTMENTS LIMITED,8/4/04,Diversified Financials,19215709
